Country,total_deaths,date,continent
Albania,0,2020-03-09,Europe
Albania,0,2020-03-10,Europe
Albania,0,2020-03-11,Europe
Albania,1,2020-03-12,Europe
Albania,1,2020-03-13,Europe
Albania,1,2020-03-14,Europe
Albania,1,2020-03-15,Europe
Albania,1,2020-03-16,Europe
Albania,1,2020-03-17,Europe
Albania,1,2020-03-18,Europe
Albania,2,2020-03-19,Europe
Albania,2,2020-03-20,Europe
Albania,2,2020-03-21,Europe
Albania,2,2020-03-22,Europe
Albania,2,2020-03-23,Europe
Albania,4,2020-03-24,Europe
Albania,5,2020-03-25,Europe
Albania,5,2020-03-26,Europe
Albania,6,2020-03-27,Europe
Albania,9,2020-03-28,Europe
Albania,10,2020-03-29,Europe
Albania,10,2020-03-30,Europe
Albania,12,2020-03-31,Europe
Albania,15,2020-04-01,Europe
Albania,15,2020-04-02,Europe
Albania,16,2020-04-03,Europe
Albania,17,2020-04-04,Europe
Albania,19,2020-04-05,Europe
Albania,21,2020-04-06,Europe
Albania,22,2020-04-07,Europe
Albania,22,2020-04-08,Europe
Albania,22,2020-04-09,Europe
Albania,23,2020-04-10,Europe
Albania,23,2020-04-11,Europe
Albania,23,2020-04-12,Europe
Albania,23,2020-04-13,Europe
Albania,23,2020-04-14,Europe
Albania,24,2020-04-15,Europe
Albania,25,2020-04-16,Europe
Albania,26,2020-04-17,Europe
Albania,26,2020-04-18,Europe
Albania,26,2020-04-19,Europe
Albania,26,2020-04-20,Europe
Albania,26,2020-04-21,Europe
Albania,26,2020-04-22,Europe
Albania,27,2020-04-23,Europe
Albania,27,2020-04-24,Europe
Albania,27,2020-04-25,Europe
Albania,27,2020-04-26,Europe
Albania,28,2020-04-27,Europe
Albania,28,2020-04-28,Europe
Albania,30,2020-04-29,Europe
Albania,31,2020-04-30,Europe
Albania,31,2020-05-01,Europe
Albania,31,2020-05-02,Europe
Albania,31,2020-05-03,Europe
Albania,31,2020-05-04,Europe
Albania,31,2020-05-05,Europe
Albania,31,2020-05-06,Europe
Albania,31,2020-05-07,Europe
Albania,31,2020-05-08,Europe
Albania,31,2020-05-09,Europe
Albania,31,2020-05-10,Europe
Albania,31,2020-05-11,Europe
Albania,31,2020-05-12,Europe
Albania,31,2020-05-13,Europe
Albania,31,2020-05-14,Europe
Albania,31,2020-05-15,Europe
Albania,31,2020-05-16,Europe
Albania,31,2020-05-17,Europe
Albania,31,2020-05-18,Europe
Albania,31,2020-05-19,Europe
Albania,31,2020-05-20,Europe
Albania,31,2020-05-21,Europe
Albania,31,2020-05-22,Europe
Albania,31,2020-05-23,Europe
Albania,31,2020-05-24,Europe
Albania,32,2020-05-25,Europe
Albania,32,2020-05-26,Europe
Albania,33,2020-05-27,Europe
Albania,33,2020-05-28,Europe
Albania,33,2020-05-29,Europe
Albania,33,2020-05-30,Europe
Albania,33,2020-05-31,Europe
Albania,33,2020-06-01,Europe
Albania,33,2020-06-02,Europe
Albania,33,2020-06-03,Europe
Albania,33,2020-06-04,Europe
Albania,33,2020-06-05,Europe
Albania,33,2020-06-06,Europe
Albania,34,2020-06-07,Europe
Albania,34,2020-06-08,Europe
Albania,34,2020-06-09,Europe
Albania,34,2020-06-10,Europe
Albania,34,2020-06-11,Europe
Albania,35,2020-06-12,Europe
Albania,36,2020-06-13,Europe
Albania,36,2020-06-14,Europe
Albania,36,2020-06-15,Europe
Albania,36,2020-06-16,Europe
Albania,37,2020-06-17,Europe
Albania,38,2020-06-18,Europe
Albania,39,2020-06-19,Europe
Albania,42,2020-06-20,Europe
Albania,43,2020-06-21,Europe
Albania,44,2020-06-22,Europe
Albania,44,2020-06-23,Europe
Albania,45,2020-06-24,Europe
Albania,47,2020-06-25,Europe
Albania,49,2020-06-26,Europe
Albania,51,2020-06-27,Europe
Albania,53,2020-06-28,Europe
Albania,55,2020-06-29,Europe
Albania,58,2020-06-30,Europe
Albania,62,2020-07-01,Europe
Albania,65,2020-07-02,Europe
Albania,69,2020-07-03,Europe
Albania,72,2020-07-04,Europe
Albania,74,2020-07-05,Europe
Albania,76,2020-07-06,Europe
Albania,79,2020-07-07,Europe
Albania,81,2020-07-08,Europe
Albania,83,2020-07-09,Europe
Albania,83,2020-07-10,Europe
Albania,85,2020-07-11,Europe
Albania,89,2020-07-12,Europe
Albania,93,2020-07-13,Europe
Albania,95,2020-07-14,Europe
Albania,97,2020-07-15,Europe
Albania,101,2020-07-16,Europe
Albania,104,2020-07-17,Europe
Albania,107,2020-07-18,Europe
Albania,111,2020-07-19,Europe
Albania,112,2020-07-20,Europe
Albania,113,2020-07-21,Europe
Albania,117,2020-07-22,Europe
Albania,120,2020-07-23,Europe
Albania,123,2020-07-24,Europe
Albania,128,2020-07-25,Europe
Albania,134,2020-07-26,Europe
Albania,138,2020-07-27,Europe
Albania,144,2020-07-28,Europe
Albania,148,2020-07-29,Europe
Albania,150,2020-07-30,Europe
Albania,154,2020-07-31,Europe
Albania,157,2020-08-01,Europe
Albania,161,2020-08-02,Europe
Albania,166,2020-08-03,Europe
Albania,172,2020-08-04,Europe
Albania,176,2020-08-05,Europe
Albania,182,2020-08-06,Europe
Albania,188,2020-08-07,Europe
Albania,189,2020-08-08,Europe
Albania,193,2020-08-09,Europe
Albania,199,2020-08-10,Europe
Albania,200,2020-08-11,Europe
Albania,205,2020-08-12,Europe
Andorra,0,2020-03-03,Europe
Andorra,0,2020-03-14,Europe
Andorra,0,2020-03-16,Europe
Andorra,0,2020-03-17,Europe
Andorra,0,2020-03-18,Europe
Andorra,0,2020-03-19,Europe
Andorra,0,2020-03-20,Europe
Andorra,0,2020-03-21,Europe
Andorra,0,2020-03-22,Europe
Andorra,0,2020-03-23,Europe
Andorra,0,2020-03-24,Europe
Andorra,0,2020-03-25,Europe
Andorra,0,2020-03-26,Europe
Andorra,3,2020-03-27,Europe
Andorra,3,2020-03-28,Europe
Andorra,4,2020-03-29,Europe
Andorra,6,2020-03-30,Europe
Andorra,8,2020-03-31,Europe
Andorra,12,2020-04-01,Europe
Andorra,14,2020-04-02,Europe
Andorra,15,2020-04-03,Europe
Andorra,16,2020-04-04,Europe
Andorra,17,2020-04-05,Europe
Andorra,18,2020-04-06,Europe
Andorra,21,2020-04-07,Europe
Andorra,22,2020-04-08,Europe
Andorra,23,2020-04-09,Europe
Andorra,25,2020-04-10,Europe
Andorra,26,2020-04-11,Europe
Andorra,28,2020-04-12,Europe
Andorra,29,2020-04-13,Europe
Andorra,29,2020-04-14,Europe
Andorra,31,2020-04-15,Europe
Andorra,33,2020-04-16,Europe
Andorra,33,2020-04-17,Europe
Andorra,35,2020-04-18,Europe
Andorra,35,2020-04-19,Europe
Andorra,36,2020-04-20,Europe
Andorra,36,2020-04-21,Europe
Andorra,37,2020-04-22,Europe
Andorra,37,2020-04-23,Europe
Andorra,37,2020-04-24,Europe
Andorra,40,2020-04-25,Europe
Andorra,40,2020-04-26,Europe
Andorra,40,2020-04-27,Europe
Andorra,40,2020-04-28,Europe
Andorra,41,2020-04-29,Europe
Andorra,42,2020-04-30,Europe
Andorra,42,2020-05-01,Europe
Andorra,43,2020-05-02,Europe
Andorra,44,2020-05-03,Europe
Andorra,45,2020-05-04,Europe
Andorra,45,2020-05-05,Europe
Andorra,46,2020-05-06,Europe
Andorra,46,2020-05-07,Europe
Andorra,47,2020-05-08,Europe
Andorra,47,2020-05-09,Europe
Andorra,48,2020-05-10,Europe
Andorra,48,2020-05-11,Europe
Andorra,48,2020-05-12,Europe
Andorra,48,2020-05-13,Europe
Andorra,49,2020-05-14,Europe
Andorra,49,2020-05-15,Europe
Andorra,49,2020-05-16,Europe
Andorra,51,2020-05-17,Europe
Andorra,51,2020-05-18,Europe
Andorra,51,2020-05-19,Europe
Andorra,51,2020-05-20,Europe
Andorra,51,2020-05-21,Europe
Andorra,51,2020-05-22,Europe
Andorra,51,2020-05-23,Europe
Andorra,51,2020-05-24,Europe
Andorra,51,2020-05-25,Europe
Andorra,51,2020-05-26,Europe
Andorra,51,2020-05-27,Europe
Andorra,51,2020-05-28,Europe
Andorra,51,2020-05-29,Europe
Andorra,51,2020-05-30,Europe
Andorra,51,2020-05-31,Europe
Andorra,51,2020-06-01,Europe
Andorra,51,2020-06-02,Europe
Andorra,51,2020-06-03,Europe
Andorra,51,2020-06-04,Europe
Andorra,51,2020-06-05,Europe
Andorra,51,2020-06-06,Europe
Andorra,51,2020-06-07,Europe
Andorra,51,2020-06-08,Europe
Andorra,51,2020-06-09,Europe
Andorra,51,2020-06-10,Europe
Andorra,51,2020-06-11,Europe
Andorra,51,2020-06-12,Europe
Andorra,51,2020-06-13,Europe
Andorra,51,2020-06-14,Europe
Andorra,51,2020-06-15,Europe
Andorra,51,2020-06-16,Europe
Andorra,52,2020-06-17,Europe
Andorra,52,2020-06-18,Europe
Andorra,52,2020-06-19,Europe
Andorra,52,2020-06-20,Europe
Andorra,52,2020-06-21,Europe
Andorra,52,2020-06-22,Europe
Andorra,52,2020-06-23,Europe
Andorra,52,2020-06-24,Europe
Andorra,52,2020-06-25,Europe
Andorra,52,2020-06-26,Europe
Andorra,52,2020-06-27,Europe
Andorra,52,2020-06-28,Europe
Andorra,52,2020-06-29,Europe
Andorra,52,2020-06-30,Europe
Andorra,52,2020-07-01,Europe
Andorra,52,2020-07-02,Europe
Andorra,52,2020-07-03,Europe
Andorra,52,2020-07-04,Europe
Andorra,52,2020-07-05,Europe
Andorra,52,2020-07-06,Europe
Andorra,52,2020-07-07,Europe
Andorra,52,2020-07-08,Europe
Andorra,52,2020-07-09,Europe
Andorra,52,2020-07-10,Europe
Andorra,52,2020-07-11,Europe
Andorra,52,2020-07-12,Europe
Andorra,52,2020-07-13,Europe
Andorra,52,2020-07-14,Europe
Andorra,52,2020-07-15,Europe
Andorra,52,2020-07-16,Europe
Andorra,52,2020-07-17,Europe
Andorra,52,2020-07-18,Europe
Andorra,52,2020-07-19,Europe
Andorra,52,2020-07-20,Europe
Andorra,52,2020-07-21,Europe
Andorra,52,2020-07-22,Europe
Andorra,52,2020-07-23,Europe
Andorra,52,2020-07-24,Europe
Andorra,52,2020-07-25,Europe
Andorra,52,2020-07-26,Europe
Andorra,52,2020-07-27,Europe
Andorra,52,2020-07-28,Europe
Andorra,52,2020-07-29,Europe
Andorra,52,2020-07-30,Europe
Andorra,52,2020-07-31,Europe
Andorra,52,2020-08-01,Europe
Andorra,52,2020-08-02,Europe
Andorra,52,2020-08-03,Europe
Andorra,52,2020-08-04,Europe
Andorra,52,2020-08-05,Europe
Andorra,52,2020-08-06,Europe
Andorra,52,2020-08-07,Europe
Andorra,52,2020-08-08,Europe
Andorra,52,2020-08-09,Europe
Andorra,52,2020-08-10,Europe
Andorra,52,2020-08-11,Europe
Andorra,52,2020-08-12,Europe
Austria,0,2019-12-31,Europe
Austria,0,2020-01-01,Europe
Austria,0,2020-01-02,Europe
Austria,0,2020-01-03,Europe
Austria,0,2020-01-04,Europe
Austria,0,2020-01-05,Europe
Austria,0,2020-01-06,Europe
Austria,0,2020-01-07,Europe
Austria,0,2020-01-08,Europe
Austria,0,2020-01-09,Europe
Austria,0,2020-01-10,Europe
Austria,0,2020-01-11,Europe
Austria,0,2020-01-12,Europe
Austria,0,2020-01-13,Europe
Austria,0,2020-01-14,Europe
Austria,0,2020-01-15,Europe
Austria,0,2020-01-16,Europe
Austria,0,2020-01-17,Europe
Austria,0,2020-01-18,Europe
Austria,0,2020-01-19,Europe
Austria,0,2020-01-20,Europe
Austria,0,2020-01-21,Europe
Austria,0,2020-01-22,Europe
Austria,0,2020-01-23,Europe
Austria,0,2020-01-24,Europe
Austria,0,2020-01-25,Europe
Austria,0,2020-01-26,Europe
Austria,0,2020-01-27,Europe
Austria,0,2020-01-28,Europe
Austria,0,2020-01-29,Europe
Austria,0,2020-01-30,Europe
Austria,0,2020-01-31,Europe
Austria,0,2020-02-01,Europe
Austria,0,2020-02-02,Europe
Austria,0,2020-02-03,Europe
Austria,0,2020-02-04,Europe
Austria,0,2020-02-05,Europe
Austria,0,2020-02-06,Europe
Austria,0,2020-02-07,Europe
Austria,0,2020-02-08,Europe
Austria,0,2020-02-09,Europe
Austria,0,2020-02-10,Europe
Austria,0,2020-02-11,Europe
Austria,0,2020-02-12,Europe
Austria,0,2020-02-13,Europe
Austria,0,2020-02-14,Europe
Austria,0,2020-02-15,Europe
Austria,0,2020-02-16,Europe
Austria,0,2020-02-17,Europe
Austria,0,2020-02-18,Europe
Austria,0,2020-02-19,Europe
Austria,0,2020-02-20,Europe
Austria,0,2020-02-21,Europe
Austria,0,2020-02-22,Europe
Austria,0,2020-02-23,Europe
Austria,0,2020-02-24,Europe
Austria,0,2020-02-25,Europe
Austria,0,2020-02-26,Europe
Austria,0,2020-02-27,Europe
Austria,0,2020-02-28,Europe
Austria,0,2020-02-29,Europe
Austria,0,2020-03-01,Europe
Austria,0,2020-03-02,Europe
Austria,0,2020-03-03,Europe
Austria,0,2020-03-04,Europe
Austria,0,2020-03-05,Europe
Austria,0,2020-03-06,Europe
Austria,0,2020-03-07,Europe
Austria,0,2020-03-08,Europe
Austria,0,2020-03-09,Europe
Austria,0,2020-03-10,Europe
Austria,0,2020-03-11,Europe
Austria,0,2020-03-12,Europe
Austria,1,2020-03-13,Europe
Austria,1,2020-03-14,Europe
Austria,1,2020-03-15,Europe
Austria,1,2020-03-16,Europe
Austria,3,2020-03-17,Europe
Austria,3,2020-03-18,Europe
Austria,4,2020-03-19,Europe
Austria,6,2020-03-20,Europe
Austria,6,2020-03-21,Europe
Austria,8,2020-03-22,Europe
Austria,16,2020-03-23,Europe
Austria,25,2020-03-24,Europe
Austria,30,2020-03-25,Europe
Austria,34,2020-03-26,Europe
Austria,52,2020-03-27,Europe
Austria,68,2020-03-28,Europe
Austria,68,2020-03-29,Europe
Austria,86,2020-03-30,Europe
Austria,108,2020-03-31,Europe
Austria,128,2020-04-01,Europe
Austria,146,2020-04-02,Europe
Austria,158,2020-04-03,Europe
Austria,168,2020-04-04,Europe
Austria,186,2020-04-05,Europe
Austria,204,2020-04-06,Europe
Austria,220,2020-04-07,Europe
Austria,243,2020-04-08,Europe
Austria,273,2020-04-09,Europe
Austria,295,2020-04-10,Europe
Austria,319,2020-04-11,Europe
Austria,337,2020-04-12,Europe
Austria,350,2020-04-13,Europe
Austria,368,2020-04-14,Europe
Austria,384,2020-04-15,Europe
Austria,393,2020-04-16,Europe
Austria,410,2020-04-17,Europe
Austria,431,2020-04-18,Europe
Austria,443,2020-04-19,Europe
Austria,452,2020-04-20,Europe
Austria,462,2020-04-21,Europe
Austria,463,2020-04-22,Europe
Austria,494,2020-04-23,Europe
Austria,508,2020-04-24,Europe
Austria,513,2020-04-25,Europe
Austria,536,2020-04-26,Europe
Austria,542,2020-04-27,Europe
Austria,549,2020-04-28,Europe
Austria,569,2020-04-29,Europe
Austria,580,2020-04-30,Europe
Austria,584,2020-05-01,Europe
Austria,589,2020-05-02,Europe
Austria,596,2020-05-03,Europe
Austria,598,2020-05-04,Europe
Austria,600,2020-05-05,Europe
Austria,606,2020-05-06,Europe
Austria,608,2020-05-07,Europe
Austria,609,2020-05-08,Europe
Austria,614,2020-05-09,Europe
Austria,615,2020-05-10,Europe
Austria,618,2020-05-11,Europe
Austria,620,2020-05-12,Europe
Austria,623,2020-05-13,Europe
Austria,624,2020-05-14,Europe
Austria,626,2020-05-15,Europe
Austria,628,2020-05-16,Europe
Austria,628,2020-05-17,Europe
Austria,629,2020-05-18,Europe
Austria,629,2020-05-19,Europe
Austria,632,2020-05-20,Europe
Austria,633,2020-05-21,Europe
Austria,633,2020-05-22,Europe
Austria,635,2020-05-23,Europe
Austria,639,2020-05-24,Europe
Austria,640,2020-05-25,Europe
Austria,641,2020-05-26,Europe
Austria,643,2020-05-27,Europe
Austria,645,2020-05-28,Europe
Austria,668,2020-05-29,Europe
Austria,668,2020-05-30,Europe
Austria,668,2020-05-31,Europe
Austria,668,2020-06-01,Europe
Austria,668,2020-06-02,Europe
Austria,669,2020-06-03,Europe
Austria,670,2020-06-04,Europe
Austria,670,2020-06-05,Europe
Austria,672,2020-06-06,Europe
Austria,672,2020-06-07,Europe
Austria,672,2020-06-08,Europe
Austria,672,2020-06-09,Europe
Austria,672,2020-06-10,Europe
Austria,673,2020-06-11,Europe
Austria,674,2020-06-12,Europe
Austria,675,2020-06-13,Europe
Austria,677,2020-06-14,Europe
Austria,677,2020-06-15,Europe
Austria,678,2020-06-16,Europe
Austria,681,2020-06-17,Europe
Austria,687,2020-06-18,Europe
Austria,688,2020-06-19,Europe
Austria,688,2020-06-20,Europe
Austria,688,2020-06-21,Europe
Austria,690,2020-06-22,Europe
Austria,690,2020-06-23,Europe
Austria,693,2020-06-24,Europe
Austria,693,2020-06-25,Europe
Austria,698,2020-06-26,Europe
Austria,698,2020-06-27,Europe
Austria,700,2020-06-28,Europe
Austria,702,2020-06-29,Europe
Austria,703,2020-06-30,Europe
Austria,705,2020-07-01,Europe
Austria,705,2020-07-02,Europe
Austria,705,2020-07-03,Europe
Austria,705,2020-07-04,Europe
Austria,705,2020-07-05,Europe
Austria,706,2020-07-06,Europe
Austria,706,2020-07-07,Europe
Austria,706,2020-07-08,Europe
Austria,706,2020-07-09,Europe
Austria,706,2020-07-10,Europe
Austria,706,2020-07-11,Europe
Austria,706,2020-07-12,Europe
Austria,708,2020-07-13,Europe
Austria,708,2020-07-14,Europe
Austria,709,2020-07-15,Europe
Austria,710,2020-07-16,Europe
Austria,710,2020-07-17,Europe
Austria,710,2020-07-18,Europe
Austria,710,2020-07-19,Europe
Austria,710,2020-07-20,Europe
Austria,710,2020-07-21,Europe
Austria,710,2020-07-22,Europe
Austria,711,2020-07-23,Europe
Austria,711,2020-07-24,Europe
Austria,711,2020-07-25,Europe
Austria,712,2020-07-26,Europe
Austria,712,2020-07-27,Europe
Austria,713,2020-07-28,Europe
Austria,713,2020-07-29,Europe
Austria,716,2020-07-30,Europe
Austria,718,2020-07-31,Europe
Austria,718,2020-08-01,Europe
Austria,718,2020-08-02,Europe
Austria,718,2020-08-03,Europe
Austria,718,2020-08-04,Europe
Austria,719,2020-08-05,Europe
Austria,719,2020-08-06,Europe
Austria,719,2020-08-07,Europe
Austria,720,2020-08-08,Europe
Austria,721,2020-08-09,Europe
Austria,721,2020-08-10,Europe
Austria,723,2020-08-11,Europe
Austria,723,2020-08-12,Europe
Belgium,0,2019-12-31,Europe
Belgium,0,2020-01-01,Europe
Belgium,0,2020-01-02,Europe
Belgium,0,2020-01-03,Europe
Belgium,0,2020-01-04,Europe
Belgium,0,2020-01-05,Europe
Belgium,0,2020-01-06,Europe
Belgium,0,2020-01-07,Europe
Belgium,0,2020-01-08,Europe
Belgium,0,2020-01-09,Europe
Belgium,0,2020-01-10,Europe
Belgium,0,2020-01-11,Europe
Belgium,0,2020-01-12,Europe
Belgium,0,2020-01-13,Europe
Belgium,0,2020-01-14,Europe
Belgium,0,2020-01-15,Europe
Belgium,0,2020-01-16,Europe
Belgium,0,2020-01-17,Europe
Belgium,0,2020-01-18,Europe
Belgium,0,2020-01-19,Europe
Belgium,0,2020-01-20,Europe
Belgium,0,2020-01-21,Europe
Belgium,0,2020-01-22,Europe
Belgium,0,2020-01-23,Europe
Belgium,0,2020-01-24,Europe
Belgium,0,2020-01-25,Europe
Belgium,0,2020-01-26,Europe
Belgium,0,2020-01-27,Europe
Belgium,0,2020-01-28,Europe
Belgium,0,2020-01-29,Europe
Belgium,0,2020-01-30,Europe
Belgium,0,2020-01-31,Europe
Belgium,0,2020-02-01,Europe
Belgium,0,2020-02-02,Europe
Belgium,0,2020-02-03,Europe
Belgium,0,2020-02-04,Europe
Belgium,0,2020-02-05,Europe
Belgium,0,2020-02-06,Europe
Belgium,0,2020-02-07,Europe
Belgium,0,2020-02-08,Europe
Belgium,0,2020-02-09,Europe
Belgium,0,2020-02-10,Europe
Belgium,0,2020-02-11,Europe
Belgium,0,2020-02-12,Europe
Belgium,0,2020-02-13,Europe
Belgium,0,2020-02-14,Europe
Belgium,0,2020-02-15,Europe
Belgium,0,2020-02-16,Europe
Belgium,0,2020-02-17,Europe
Belgium,0,2020-02-18,Europe
Belgium,0,2020-02-19,Europe
Belgium,0,2020-02-20,Europe
Belgium,0,2020-02-21,Europe
Belgium,0,2020-02-22,Europe
Belgium,0,2020-02-23,Europe
Belgium,0,2020-02-24,Europe
Belgium,0,2020-02-25,Europe
Belgium,0,2020-02-26,Europe
Belgium,0,2020-02-27,Europe
Belgium,0,2020-02-28,Europe
Belgium,0,2020-02-29,Europe
Belgium,0,2020-03-01,Europe
Belgium,0,2020-03-02,Europe
Belgium,0,2020-03-03,Europe
Belgium,0,2020-03-04,Europe
Belgium,0,2020-03-05,Europe
Belgium,0,2020-03-06,Europe
Belgium,0,2020-03-07,Europe
Belgium,0,2020-03-08,Europe
Belgium,0,2020-03-09,Europe
Belgium,0,2020-03-10,Europe
Belgium,1,2020-03-11,Europe
Belgium,4,2020-03-12,Europe
Belgium,5,2020-03-13,Europe
Belgium,8,2020-03-14,Europe
Belgium,13,2020-03-15,Europe
Belgium,19,2020-03-16,Europe
Belgium,30,2020-03-17,Europe
Belgium,42,2020-03-18,Europe
Belgium,64,2020-03-19,Europe
Belgium,92,2020-03-20,Europe
Belgium,123,2020-03-21,Europe
Belgium,162,2020-03-22,Europe
Belgium,204,2020-03-23,Europe
Belgium,282,2020-03-24,Europe
Belgium,356,2020-03-25,Europe
Belgium,452,2020-03-26,Europe
Belgium,554,2020-03-27,Europe
Belgium,677,2020-03-28,Europe
Belgium,810,2020-03-29,Europe
Belgium,949,2020-03-30,Europe
Belgium,1118,2020-03-31,Europe
Belgium,1305,2020-04-01,Europe
Belgium,1556,2020-04-02,Europe
Belgium,1769,2020-04-03,Europe
Belgium,2002,2020-04-04,Europe
Belgium,2276,2020-04-05,Europe
Belgium,2511,2020-04-06,Europe
Belgium,2783,2020-04-07,Europe
Belgium,3086,2020-04-08,Europe
Belgium,3403,2020-04-09,Europe
Belgium,3673,2020-04-10,Europe
Belgium,3992,2020-04-11,Europe
Belgium,4280,2020-04-12,Europe
Belgium,4622,2020-04-13,Europe
Belgium,4902,2020-04-14,Europe
Belgium,5177,2020-04-15,Europe
Belgium,5452,2020-04-16,Europe
Belgium,5703,2020-04-17,Europe
Belgium,5908,2020-04-18,Europe
Belgium,6116,2020-04-19,Europe
Belgium,6327,2020-04-20,Europe
Belgium,6525,2020-04-21,Europe
Belgium,6727,2020-04-22,Europe
Belgium,6919,2020-04-23,Europe
Belgium,7095,2020-04-24,Europe
Belgium,7243,2020-04-25,Europe
Belgium,7398,2020-04-26,Europe
Belgium,7574,2020-04-27,Europe
Belgium,7701,2020-04-28,Europe
Belgium,7816,2020-04-29,Europe
Belgium,7914,2020-04-30,Europe
Belgium,7998,2020-05-01,Europe
Belgium,8096,2020-05-02,Europe
Belgium,8169,2020-05-03,Europe
Belgium,8265,2020-05-04,Europe
Belgium,8363,2020-05-05,Europe
Belgium,8444,2020-05-06,Europe
Belgium,8519,2020-05-07,Europe
Belgium,8597,2020-05-08,Europe
Belgium,8667,2020-05-09,Europe
Belgium,8735,2020-05-10,Europe
Belgium,8808,2020-05-11,Europe
Belgium,8870,2020-05-12,Europe
Belgium,8918,2020-05-13,Europe
Belgium,8972,2020-05-14,Europe
Belgium,9018,2020-05-15,Europe
Belgium,9056,2020-05-16,Europe
Belgium,9084,2020-05-17,Europe
Belgium,9119,2020-05-18,Europe
Belgium,9154,2020-05-19,Europe
Belgium,9184,2020-05-20,Europe
Belgium,9216,2020-05-21,Europe
Belgium,9245,2020-05-22,Europe
Belgium,9283,2020-05-23,Europe
Belgium,9307,2020-05-24,Europe
Belgium,9341,2020-05-25,Europe
Belgium,9365,2020-05-26,Europe
Belgium,9405,2020-05-27,Europe
Belgium,9429,2020-05-28,Europe
Belgium,9451,2020-05-29,Europe
Belgium,9464,2020-05-30,Europe
Belgium,9489,2020-05-31,Europe
Belgium,9508,2020-06-01,Europe
Belgium,9530,2020-06-02,Europe
Belgium,9550,2020-06-03,Europe
Belgium,9570,2020-06-04,Europe
Belgium,9584,2020-06-05,Europe
Belgium,9596,2020-06-06,Europe
Belgium,9607,2020-06-07,Europe
Belgium,9619,2020-06-08,Europe
Belgium,9628,2020-06-09,Europe
Belgium,9640,2020-06-10,Europe
Belgium,9652,2020-06-11,Europe
Belgium,9659,2020-06-12,Europe
Belgium,9669,2020-06-13,Europe
Belgium,9674,2020-06-14,Europe
Belgium,9677,2020-06-15,Europe
Belgium,9685,2020-06-16,Europe
Belgium,9692,2020-06-17,Europe
Belgium,9699,2020-06-18,Europe
Belgium,9704,2020-06-19,Europe
Belgium,9708,2020-06-20,Europe
Belgium,9711,2020-06-21,Europe
Belgium,9720,2020-06-22,Europe
Belgium,9732,2020-06-23,Europe
Belgium,9736,2020-06-24,Europe
Belgium,9739,2020-06-25,Europe
Belgium,9744,2020-06-26,Europe
Belgium,9746,2020-06-27,Europe
Belgium,9754,2020-06-28,Europe
Belgium,9759,2020-06-29,Europe
Belgium,9762,2020-06-30,Europe
Belgium,9770,2020-07-01,Europe
Belgium,9772,2020-07-02,Europe
Belgium,9777,2020-07-03,Europe
Belgium,9779,2020-07-04,Europe
Belgium,9782,2020-07-05,Europe
Belgium,9784,2020-07-06,Europe
Belgium,9785,2020-07-07,Europe
Belgium,9788,2020-07-08,Europe
Belgium,9789,2020-07-09,Europe
Belgium,9791,2020-07-10,Europe
Belgium,9791,2020-07-11,Europe
Belgium,9793,2020-07-12,Europe
Belgium,9797,2020-07-13,Europe
Belgium,9797,2020-07-14,Europe
Belgium,9800,2020-07-15,Europe
Belgium,9805,2020-07-16,Europe
Belgium,9810,2020-07-17,Europe
Belgium,9812,2020-07-18,Europe
Belgium,9815,2020-07-19,Europe
Belgium,9816,2020-07-20,Europe
Belgium,9818,2020-07-21,Europe
Belgium,9819,2020-07-22,Europe
Belgium,9822,2020-07-23,Europe
Belgium,9824,2020-07-24,Europe
Belgium,9829,2020-07-25,Europe
Belgium,9830,2020-07-26,Europe
Belgium,9832,2020-07-27,Europe
Belgium,9836,2020-07-28,Europe
Belgium,9837,2020-07-29,Europe
Belgium,9840,2020-07-30,Europe
Belgium,9842,2020-07-31,Europe
Belgium,9845,2020-08-01,Europe
Belgium,9846,2020-08-02,Europe
Belgium,9851,2020-08-03,Europe
Belgium,9854,2020-08-04,Europe
Belgium,9859,2020-08-05,Europe
Belgium,9864,2020-08-06,Europe
Belgium,9866,2020-08-07,Europe
Belgium,9870,2020-08-08,Europe
Belgium,9872,2020-08-09,Europe
Belgium,9876,2020-08-10,Europe
Belgium,9882,2020-08-11,Europe
Belgium,9885,2020-08-12,Europe
Bulgaria,0,2020-03-08,Europe
Bulgaria,0,2020-03-09,Europe
Bulgaria,1,2020-03-12,Europe
Bulgaria,1,2020-03-13,Europe
Bulgaria,1,2020-03-14,Europe
Bulgaria,2,2020-03-15,Europe
Bulgaria,2,2020-03-16,Europe
Bulgaria,2,2020-03-17,Europe
Bulgaria,2,2020-03-18,Europe
Bulgaria,2,2020-03-19,Europe
Bulgaria,3,2020-03-20,Europe
Bulgaria,3,2020-03-21,Europe
Bulgaria,3,2020-03-22,Europe
Bulgaria,3,2020-03-23,Europe
Bulgaria,3,2020-03-24,Europe
Bulgaria,3,2020-03-25,Europe
Bulgaria,3,2020-03-26,Europe
Bulgaria,3,2020-03-27,Europe
Bulgaria,3,2020-03-28,Europe
Bulgaria,7,2020-03-29,Europe
Bulgaria,8,2020-03-30,Europe
Bulgaria,8,2020-03-31,Europe
Bulgaria,8,2020-04-01,Europe
Bulgaria,10,2020-04-02,Europe
Bulgaria,10,2020-04-03,Europe
Bulgaria,14,2020-04-04,Europe
